Categoría,Unidad regional,Nivel,Nivel académico,Programa académico,Cantidad,Año,Periodo
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2016,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2016,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2017,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2017,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,0,2018,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,15,2018,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,27,2019,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,27,2019,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,25,2020,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,14,2020,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,29,2021,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,26,2021,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,23,2022,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,27,2022,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,17,2023,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en ciencias sociales,24,2023,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,24,2007,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,42,2007,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,34,2008,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,34,2008,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,41,2009,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,27,2009,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,45,2010,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,21,2010,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,47,2011,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,30,2011,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,32,2012,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,30,2012,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,47,2013,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,40,2013,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,46,2014,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,31,2014,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,47,2015,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,29,2015,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,43,2016,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,19,2016,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,48,2017,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,26,2017,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,35,2018,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,0,2018,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,0,2019,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,0,2019,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,0,2020,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,0,2020,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,0,2021,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,0,2021,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,0,2022,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,0,2022,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,0,2023,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en ciencias sociales,0,2023,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,31,2007,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,71,2007,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,73,2008,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,57,2008,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,66,2009,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,66,2009,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,89,2010,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,75,2010,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,72,2011,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,46,2011,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,92,2012,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,57,2012,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,87,2013,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,70,2013,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,87,2014,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,76,2014,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,97,2015,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,87,2015,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,97,2016,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,80,2016,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,98,2017,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,80,2017,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,88,2018,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2018,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2019,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2019,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2020,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2020,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2021,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2021,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2022,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2022,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2023,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en educación básica con énfasis en educación física, recreación y deportes,0,2023,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,13,2007,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,34,2007,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,23,2008,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,23,2008,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,25,2009,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,23,2009,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,21,2010,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,17,2010,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,33,2011,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,17,2011,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,26,2012,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,17,2012,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,28,2013,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,14,2013,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,37,2014,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,16,2014,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,30,2015,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,15,2015,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,24,2016,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,19,2016,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,24,2017,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,20,2017,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,22,2018,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,0,2018,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,0,2019,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,0,2019,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,0,2020,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,0,2020,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,0,2021,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,0,2021,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,0,2022,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,0,2022,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,0,2023,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Licenciatura en matemáticas,0,2023,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,0,2007,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,0,2007,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,0,2008,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,0,2008,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,0,2009,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,0,2009,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,0,2010,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,0,2010,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,0,2011,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,0,2011,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,0,2012,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,0,2012,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,0,2013,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,0,2013,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,0,2014,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,0,2014,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,0,2015,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,0,2015,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,20,2016,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,30,2016,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,19,2017,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,23,2017,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,8,2018,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,11,2018,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,12,2019,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,11,2019,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,1,2020,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,10,2020,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,14,2021,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,10,2021,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,23,2022,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,20,2022,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,0,2023,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en ciencias ambientales,0,2023,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,0,2007,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,0,2007,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,0,2008,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,0,2008,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,0,2009,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,0,2009,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,0,2010,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,0,2010,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,0,2011,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,0,2011,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,0,2012,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,0,2012,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,0,2013,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,0,2013,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,0,2014,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,0,2014,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,0,2015,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,0,2015,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,54,2016,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,91,2016,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,46,2017,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,16,2017,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,25,2018,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,19,2018,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,39,2019,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,18,2019,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,24,2020,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,17,2020,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,18,2021,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,16,2021,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,14,2022,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,14,2022,IIPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,0,2023,IPA
Admitidos,Fusagasugá,Posgrado,Maestría,Maestría en educación,0,2023,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2007,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2007,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2008,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,1,2008,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2009,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2009,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2010,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2010,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2011,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2011,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2012,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2012,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2013,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2013,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2014,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2014,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2015,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2015,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2016,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2016,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2017,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2017,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2018,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2018,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2019,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2019,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2020,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2020,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2021,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2021,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2022,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2022,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2023,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Profesional en ciencias del deporte y la educación física,0,2023,IIPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,7,2007,IPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,20,2007,IIPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,24,2008,IPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,39,2008,IIPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,22,2009,IPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,22,2009,IIPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,27,2010,IPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,22,2010,IIPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,20,2011,IPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,19,2011,IIPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,24,2012,IPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,25,2012,IIPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,23,2013,IPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,21,2013,IIPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,34,2014,IPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,21,2014,IIPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,26,2015,IPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,18,2015,IIPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,25,2016,IPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,15,2016,IIPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,22,2017,IPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,31,2017,IIPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,17,2018,IPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,7,2018,IIPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,15,2019,IPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,9,2019,IIPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,27,2020,IPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,34,2020,IIPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,0,2021,IPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,27,2021,IIPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,0,2022,IPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,0,2022,IIPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,0,2023,IPA
Admitidos,Fusagasugá,Pregrado,Tecnología,Tecnología en cartografía,0,2023,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,47,2007,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,77,2007,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,71,2008,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,48,2008,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,48,2009,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,55,2009,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,51,2010,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,47,2010,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,54,2011,IPA
