Categoría,Unidad regional,Nivel,Nivel académico,Programa académico,Cantidad,Año,Periodo
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,164,2007,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,160,2007,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,135,2008,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,153,2008,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,173,2009,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,150,2009,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,142,2010,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,148,2010,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,192,2011,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,123,2011,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,164,2012,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,132,2012,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,118,2013,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,166,2013,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,172,2014,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,152,2014,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,207,2015,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,239,2015,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,261,2016,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,339,2016,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,425,2017,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,312,2017,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,259,2018,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,292,2018,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,264,2019,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,226,2019,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,198,2020,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,85,2020,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,167,2021,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,301,2021,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,152,2022,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,147,2022,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,98,2023,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Administración de empresas,116,2023,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,0,2007,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,0,2007,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,0,2008,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,0,2008,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,0,2009,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,0,2009,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,0,2010,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,0,2010,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,0,2011,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,0,2011,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,0,2012,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,0,2012,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,0,2013,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,0,2013,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,0,2014,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,0,2014,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,0,2015,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,0,2015,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,0,2016,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,70,2016,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,287,2017,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,179,2017,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,154,2018,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,165,2018,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,164,2019,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,136,2019,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,135,2020,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,74,2020,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,119,2021,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,203,2021,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,100,2022,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,71,2022,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,64,2023,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Contaduría pública,72,2023,IIPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2007,IPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2007,IIPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2008,IPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2008,IIPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2009,IPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2009,IIPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2010,IPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2010,IIPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2011,IPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2011,IIPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2012,IPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2012,IIPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2013,IPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2013,IIPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2014,IPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2014,IIPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2015,IPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,2,2015,IIPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,28,2016,IPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,50,2016,IIPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,30,2017,IPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,28,2017,IIPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,34,2018,IPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2018,IIPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,4,2019,IPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2019,IIPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2020,IPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,7,2020,IIPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,12,2021,IPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,18,2021,IIPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,10,2022,IPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,19,2022,IIPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,10,2023,IPA
Inscritos,Chía,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,15,2023,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,77,2007,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,71,2007,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,74,2008,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,75,2008,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,77,2009,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,63,2009,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,86,2010,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,56,2010,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,79,2011,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,37,2011,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,87,2012,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,50,2012,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,48,2013,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,55,2013,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,89,2014,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,62,2014,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,91,2015,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,108,2015,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,193,2016,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,177,2016,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,365,2017,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,221,2017,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,212,2018,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,219,2018,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,222,2019,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,171,2019,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,181,2020,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,104,2020,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,163,2021,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,270,2021,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,212,2022,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,247,2022,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2023,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2023,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2007,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2007,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2008,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2008,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2009,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2009,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2010,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2010,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2011,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2011,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2012,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2012,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2013,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2013,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2014,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2014,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2015,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2015,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2016,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2016,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2017,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2017,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2018,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2018,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2019,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2019,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2020,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2020,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2021,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2021,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2022,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,0,2022,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,218,2023,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería de sistemas y computación,263,2023,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2007,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2007,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2008,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2008,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2009,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2009,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2010,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2010,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2011,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2011,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2012,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2012,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2013,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2013,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2014,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2014,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2015,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2015,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2016,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2016,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2017,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2017,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2018,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2018,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2019,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2019,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2020,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2020,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2021,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2021,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2022,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,0,2022,IIPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,85,2023,IPA
Inscritos,Chía,Pregrado,Profesional universitario,Ingeniería industrial,75,2023,IIPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,0,2007,IPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,0,2007,IIPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,0,2008,IPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,0,2008,IIPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,0,2009,IPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,0,2009,IIPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,0,2010,IPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,0,2010,IIPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,0,2011,IPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,0,2011,IIPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,0,2012,IPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,0,2012,IIPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,0,2013,IPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,0,2013,IIPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,0,2014,IPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,0,2014,IIPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,0,2015,IPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,0,2015,IIPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,0,2016,IPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,0,2016,IIPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,26,2017,IPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,18,2017,IIPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,15,2018,IPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,10,2018,IIPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,8,2019,IPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,6,2019,IIPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,2,2020,IPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,13,2020,IIPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,8,2021,IPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,19,2021,IIPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,7,2022,IPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,8,2022,IIPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,0,2023,IPA
Inscritos,Chía,Posgrado,Maestría,Maestría en educación,0,2023,IIPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2007,IPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2007,IIPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2008,IPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2008,IIPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2009,IPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,30,2009,IIPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,4,2010,IPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,13,2010,IIPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,29,2011,IPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,21,2011,IIPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,23,2012,IPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2012,IIPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2013,IPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2013,IIPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2014,IPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2014,IIPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2015,IPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2015,IIPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2016,IPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2016,IIPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2017,IPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2017,IIPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2018,IPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2018,IIPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2019,IPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2019,IIPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2020,IPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2020,IIPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2021,IPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2021,IIPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2022,IPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2022,IIPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2023,IPA
Inscritos,Chocontá,Pregrado,Profesional universitario,Ingeniería de sistemas,0,2023,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,227,2007,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,251,2007,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,280,2008,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,230,2008,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,196,2009,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,153,2009,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,201,2010,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,170,2010,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,200,2011,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,125,2011,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,217,2012,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,173,2012,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,178,2013,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,193,2013,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,228,2014,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,184,2014,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,232,2015,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,259,2015,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,258,2016,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,260,2016,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,256,2017,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,236,2017,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,224,2018,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,240,2018,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,248,2019,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,216,2019,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,164,2020,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,110,2020,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,191,2021,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,284,2021,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,157,2022,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,143,2022,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,149,2023,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Administración de empresas,148,2023,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,0,2007,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,0,2007,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,0,2008,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,134,2008,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,242,2009,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,190,2009,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,251,2010,IPA
